ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Value_RU,Comment_RU
20920,rushani,H-5,,,,,Позиция предлога в предложении,
20921,rushani,H-6,Adpositions,H-6-12,,,Предлоги и послелоги,
20922,rushani,H-8,Different,H-8-2,,,Есть различия,
20923,rushani,I-1,Auxiliary verb and affixes,I-1-6,,,Вспомогательный глагол и аффиксы,
20924,rushani,I-5,Past,I-5-1,,,Прошедшее,
20925,rushani,I-5,Non-past,I-5-5,,,Непрошедшее (настоящее-будущее),
20926,rushani,I-6,Syncretic,I-6-2,,,Синкретическое,
20927,rushani,I-7,,,,,"Тип основы, аффиксы и флексии",
20928,rushani,I-8,"Person, number, gender, tense, aspect, and modality (mood)",I-8-19,,,"Лицо, число, род, время, вид и модальность (наклонение)",
20929,rushani,I-9,In singular and plural,I-9-3,,,В единственном и множественном числе,
20930,rushani,I-10,Special type of agreement,I-10-5,,,Особый тип согласования,
20931,rushani,J-1,"Pronominal adverbs, adjectives and nouns",J-1-10,,,"Местоименные наречия, прилагательные и существительные",
20932,rushani,J-2,"Demonstrative pronouns, postpositions and adverbs",J-2-17,,,"Указательные местоимения, послелоги и наречия",
20933,rushani,J-3,Adpositions and particles,J-3-10,,,"Послелоги, предлоги и частицы",
20934,rushani,J-4,Pronouns and adverbs,J-4-6,,,Местоимения и наречия,
20935,rushani,J-5,Different cases for definite and indefinite objects,J-5-10,,,Различное падежное оформление определенного и неопределенного объекта,
20936,rushani,J-6,"Articles, pronouns and numerals",J-6-21,,,"Артикли, местоимения и числительные",
20937,rushani,K-1,Pronominal inflection type,K-1-3,,,Собственный тип склонения,
20938,rushani,K-2,Definite and indefinite,K-2-4,,,Определенный и неопределенный,
20939,rushani,K-4,Preposition,K-4-1,,,Препозиция,
20940,rushani,K-6,"Case, gender and number",K-6-10,,,"Падеж, род и число",
20941,rushani,K-7,Two types of conjugation,K-7-2,,,Два типа спряжения,
20942,rushani,K-8,Subject and object,K-8-3,,,Субъектное и объектное,
20943,rushani,K-9,Gender and number,K-9-6,,,Род и число,
20944,rushani,K-12,Gender and number,K-12-7,,,Род и число,
20945,rushani,K-16,Number and case,K-16-7,,,Число и падеж,
20946,rushani,K-17,,,,,"Рода, числа, падежа, единичности/общности или конкретности/неконкретности",
20947,rushani,K-18,Affixes,K-18-2,,,Аффиксы,
20948,rushani,K-19,Mainly or only suffixal,K-19-4,,,Преимущественно или только суффиксальная,
20949,rushani,L-1,,,,,"Аффиксация, основосложение и словосложение",
20950,rushani,L-2,"Prefixes, suffixes and postfixes",L-2-6,,,"Префиксы, суффиксы и постфиксы",
20951,rushani,M-1,Accusative with elements of ergativity,M-1-7,,,Аккузативная с элементами эргативной,
20952,rushani,M-3,SOV,M-3-2,,,SOV,
20953,rushani,N-4,Subordination and compounding,N-4-4,,,Сочинение и подчинение,
20954,rushani,N-5,Both syndesis and asyndeton possible,N-5-3,,,Союзная и бессоюзная,
20955,russian,A-1,Three,A-1-2,,,Три,
20956,russian,A-2,"Close, mid and open",A-2-3,,,"Верхний, средний и нижний",
20957,russian,A-4,"Front, central and back",A-4-3,,,"Передний, средний (смешанный) и задний",
20958,russian,A-5,Absent,A-5-2,,,Отсутствуют,
20959,russian,A-7,Absent,A-7-2,,,Отсутствует,
20960,russian,A-9,Absent,A-9-2,,,Отсутствует,
20961,russian,A-12,No vowel opposition in ATR,A-12-1,,,Противопоставление гласных по продвинутости корня языка отсутствует,
20962,russian,A-13,No diphthongs and triphthongs,A-13-1,,,Дифтонги и трифтонги отсутствуют,
20963,russian,A-15,Opposition by voice presence/absence and softness,A-15-9,,,Противопоставления по звонкости/глухости и твердости/мягкости,
20964,russian,A-16,"Plosives, affricates and fricatives",A-16-3,,,"Взрывные, аффрикаты и фрикативные",
20965,russian,A-17,"Labial, coronal, palatal and velar/uvular",A-17-3,,,"Губные, переднеязычные, палатальные и велярные/увулярные",
20966,russian,A-18,Bilabial and labiodental,A-18-2,,,Губно-губные и губно-зубные,
20967,russian,A-19,Dental and front-palatal,A-19-30,,,Дентальные и передненебные,
20968,russian,A-20,,,,,Средненебные и задненебные,
20969,russian,A-22,Absent,A-22-1,,,Отсутствуют,
20970,russian,A-23,"Nasal, liquid, vibrant and glide",A-23-6,,,"Назальные, плавные, вибранты и глайды",
20971,russian,A-24,,,,,"Лабиальные, переднеязычные (передненебные) и среднеязычные (средненебные)",
20972,russian,A-25,Absent,A-25-1,,,Отсутствуют,
20973,russian,B-2,Syllable,B-2-1,,,Слог,
20974,russian,B-3,Phonological,B-3-1,,,Фонологическая,
20975,russian,B-4,Dynamic,B-4-1,,,Динамическое,
20976,russian,B-5,Fixed,B-5-2,,,Связанное,
20977,russian,B-15,Non-phonological,B-15-2,,,Нефонологическая,
20978,russian,B-19,,,,,"Редукция и расширение гласных, оглушение, смягчение, отвердение согласных и принцип восходящей звучности слога",
20979,russian,C-1,Both null and non-null onset possible,C-1-4,,,Есть прикрытые и неприкрытые слоги,
20980,russian,C-2,Both null and non-null ocoda possible,C-2-4,,,Есть закрытые и открытые слоги,
20981,russian,D-1,Limited set of consonants possible,D-1-4,,,Ограниченный набор согласных,
20982,russian,D-2,Limited set of consonants possible,D-2-5,,,Ограниченный набор согласных,
20983,russian,D-4,No differences,D-4-1,,,Отсутствуют,
20984,russian,D-5,No differences,D-5-1,,,Отсутствуют,
20985,russian,D-6,No differences,D-6-1,,,Отсутствуют,
20986,russian,D-7,Accompanying and distinctive,D-7-4,,,Сопутствующие и смыслоразличительные,
20987,russian,D-8,"Vowel, consonant, and phoneme complex alternations",D-8-11,,,"Вокалические, консонантные и чередования комплексов",
20988,russian,E-1,Fusional,E-1-3,,,Флективный,
20989,russian,E-2,Phonetically unconditioned stem alternations and cumulative affixes,E-2-7,,,Фонетически необусловленные изменения в основе и кумулятивность аффиксов,
20990,russian,E-4,Synthetic,E-4-5,,,Синтетический,
20991,russian,F-1,,,,,Семь,В Р.я. три грамматических рода и семь согласовательных классов по признакам рода и одушевленности/неодушевленности.
20992,russian,F-2,Nominal and verb flections,F-2-9,,,Флексии в имени и глаголе,
20993,russian,F-3,"Adjectives, numerals, pronouns, verbs, and participles",F-3-17,,,"В прилагательном, числительном, местоимении, глаголе и причастии",
20994,russian,F-5,In singular and in plural,F-5-2,,,В единственном и множественном числе,
20995,russian,F-6,,,,,"Для числительных ""один"", ""два"", ""оба"" и ""полтора""",
20996,russian,F-7,Animacy/inanimacy,F-7-3,,,Одушевленность/неодушевленность,
20997,russian,F-8,Lexical and morphological,F-8-4,,,Лексическое и морфологическое,
20998,russian,F-9,"Lexical, morphological, and syntactic",F-9-7,,,"Лексический, морфологический и синтаксический",
20999,russian,G-1,Singular and plural,G-1-1,,,Единственное и множественное,
21000,russian,G-2,Unmarked,G-2-2,,,Немаркированное,
21001,russian,G-3,Neutral and polite,G-3-2,,,Нейтральная и вежливая,
21002,russian,G-4,Predicative and attributive,G-4-4,,,Предикативное и атрибутивное,
21003,russian,G-5,Singular and plural,G-5-3,,,Единственное и множественное,
21004,russian,G-6,Decimal,G-6-1,,,Десятичная,
21005,russian,H-1,Three-seven,H-1-2,,,Три-семь,
21006,russian,H-2,,,,,"Субъектная и объектная форма местоимений, падежные аффиксы и глагольное согласование",
21007,russian,H-3,,,,,Творительный падеж,
21008,russian,H-4,Genitive,H-4-1,,,Генитив,
21009,russian,H-5,Possessive pronouns and affixes,H-5-26,,,Посессивные местоимения и аффиксы,
21010,russian,H-6,,,,,"Местоимения, местоименные наречия, именные аффиксы, предложно-именные конструкции и предлоги",
21011,russian,H-7,,,,,"Маркирование есть, требует уточнения",
21012,russian,H-8,Different,H-8-2,,,Есть различия,
21013,russian,H-9,Absent,H-9-2,,,Отсутствуют,
21014,russian,I-1,,,,,Причастие и постфиксы,
21015,russian,I-2,Present,I-2-1,,,Присутствует,
21016,russian,I-4,Passive and reflexive,I-4-4,,,Пассив и рефлексив,
21017,russian,I-5,Past,I-5-1,,,Прошедшее,
21018,russian,I-5,Present,I-5-2,,,Настоящее,
21019,russian,I-5,Future,I-5-3,,,Будущее,
21020,russian,I-6,Syncretic,I-6-2,,,Синкретическое,
21021,russian,I-7,Auxiliary verbs and affixes,I-7-3,,,Вспомогательный глагол и аффиксы,
21022,russian,I-8,"Person, number, gender, tense, aspect, and modality (mood)",I-8-19,,,"Лицо, число, род, время, вид и модальность (наклонение)",
21023,russian,I-9,In singular and plural,I-9-3,,,В единственном и множественном числе,
21024,russian,I-10,Affix and special type of agreement,I-10-8,,,Аффикс и особый тип согласования,
21025,russian,J-1,"Pronouns-nouns, pronouns-adjectives, pronominal adverbs, and pronominal numberals",J-1-13,,,"Местоимения-существительные, местоимения-прилагательные, местоименные наречия и местоименные числительные",
21026,russian,J-2,,,,,"Личные, указательные, вопросительные и относительные местоимения и местоименные наречия",
21027,russian,J-3,Prepositions,J-3-3,,,Предлоги,
21028,russian,J-4,"Adjectives, pronouns, and adverbs",J-4-7,,,"Прилагательные, местоимения и наречия",
21029,russian,J-5,Absent,J-5-1,,,Отсутствует,
21030,russian,J-6,,,,,"Прилагательные, местоимения, числительные и частицы",
21031,russian,J-7,"In verb group, in pronouns and syntactically",J-7-9,,,"В глагольной группе, местоимениях и синтаксически",
21032,russian,J-8,"Negative particles, affixes, pronouns, and adverbs",J-8-28,,,"Отрицательные частицы, аффиксы, местоимения и наречия",Существует двойное и тройное отрицание.
21033,russian,J-9,Preposition,J-9-3,,,Препозиция,В предложении допускается множественное отрицание.
21034,russian,K-1,Pronominal inflection type,K-1-3,,,Собственный тип склонения,
21035,russian,K-2,No articles,K-2-1,,,Артикли отсутствуют,
21036,russian,K-7,Two types of conjugation,K-7-2,,,Два типа спряжения,Существует группа разноспрягаемых глаголов.
21037,russian,K-8,Subject,K-8-2,,,Субъектное,
21038,russian,K-9,"Gender, number and case",K-9-7,,,"Род, число и падеж",
21039,russian,K-10,Present and past,K-10-6,,,Настоящее и прошедшее,
21040,russian,K-11,Degrees of comparison,K-11-2,,,Степени сравнения,
21041,russian,K-12,"Gender, number and case",K-12-10,,,"Род, число и падеж",
21042,russian,K-13,"Gender, number and case",K-13-7,,,"Рода, числа и падежа",
21043,russian,K-14,Always present,K-14-1,,,Всегда присутствует,
21044,russian,K-15,In number,K-15-2,,,По числу,
21045,russian,K-15,In case,K-15-3,,,По падежу,
21046,russian,K-15,In gender,K-15-4,,,По роду,
21047,russian,K-16,Number and case,K-16-7,,,Число и падеж,
21048,russian,K-17,"Gender / agreement class, number and case",K-17-11,,,"Рода / согласовательного класса, числа и падежа",
21049,russian,K-18,"Internal flection, stem truncation/augmentation and affixes",K-18-10,,,"Внутренняя флексия, наращение/ усечение основы и аффиксы",
21050,russian,K-19,Prefixal-suffixal,K-19-1,,,Префиксально-суффиксальная,
21051,russian,L-1,"Derivation, compounding, conversion and abbreviation",L-1-20,,,"Аффиксация, словосложение, конверсия и аббревиация",
21052,russian,L-2,"Prefixes, suffixes, postfixes, and interfixes",L-2-17,,,"Префиксы, суффиксы, постфиксы и интерфиксы",
21053,russian,M-1,Accusative,M-1-3,,,Аккузативная,
21054,russian,M-2,Non-fixed,M-2-2,,,Свободный,
21055,russian,M-3,SVO,M-3-1,,,SVO,
21056,russian,M-4,Not fixed,M-4-3,,,Не фиксирован,
21057,russian,M-5,Possible,M-5-1,,,Возможно,
21058,russian,N-1,Not fixed,N-1-3,,,Не фиксирован,
21059,russian,N-3,Finite forms,N-3-1,,,Финитные формы,
21060,russian,N-4,Subordination and compounding,N-4-4,,,Сочинение и подчинение,
21061,russian,N-5,,,,,"Союзная, бессоюзная и местоименная",
21062,rutul,A-1,Three,A-1-2,,,Три,
21063,rutul,A-2,"Close, mid and open",A-2-3,,,"Верхний, средний и нижний",
21064,rutul,A-4,"Front, central and back",A-4-3,,,"Передний, средний (смешанный) и задний",
21065,rutul,A-5,Present,A-5-1,,,Присутствуют,"""Отличаются также долгие гласные, но оппозиция долгих и кратких гласных практически нейтрализована""."
21066,rutul,A-6,Two,A-6-1,,,Две ступени,
21067,rutul,A-7,Present,A-7-1,,,Присутствует,
21068,rutul,A-8,Present for front vowels,A-8-1,,,В переднем ряду,
21069,rutul,A-9,Absent,A-9-2,,,Отсутствует,
21070,rutul,A-11,No vowel opposition in pharyngealization,A-11-1,,,Противопоставление гласных по фарингализации отсутствует,
21071,rutul,A-12,No vowel opposition in ATR,A-12-1,,,Противопоставление гласных по продвинутости корня языка отсутствует,
21072,rutul,A-13,No diphthongs and triphthongs,A-13-1,,,Дифтонги и трифтонги отсутствуют,
21073,rutul,A-15,"Opposition by voice presence/absence, ejectives present",A-15-7,,,"Противопоставление по звонкости/глухости, глоттализованные согласные",
21074,rutul,A-16,"Plosives, affricates and fricatives",A-16-3,,,"Взрывные, аффрикаты и фрикативные",
21075,rutul,A-17,"Labial, coronal, velar/uvular and laryngeal",A-17-4,,,"Губные, переднеязычные, велярные/увулярные и ларингальные",
21076,rutul,A-18,Bilabial and labiodental,A-18-2,,,Губно-губные и губно-зубные,"В таблице используется термин ""губные"", но ниже в статье звук ""в"" эксплицитно назван губно-зубным."
21077,rutul,A-19,Dental and alveolar,A-19-6,,,Дентальные и альвеолярные,
21078,rutul,A-20,Velar and uvular,A-20-3,,,Велярные и увулярные,
21079,rutul,A-21,Both pharyngeal and glottal,A-21-3,,,Фарингальные и глоттальные,"Вместо термина ""глоттальные"" используется термин ""ларингальные"". "
21080,rutul,A-22,By labialization and pharyngealization,A-22-6,,,По лабиализации и фарингализации,"Фарингализованными могут быть только увулярные. Лабиализованными увулярные, переднеязычные (вероятно, под переднеязычными имеются в виду дентальные и дентоальвеолярные) и альвеолярные."
21081,rutul,A-24,Coronal,A-24-1,,,Переднеязычные,
21082,rutul,A-25,Absent,A-25-1,,,Отсутствуют,
21083,rutul,B-2,Syllable,B-2-1,,,Слог,
21084,rutul,B-3,Non-phonological,B-3-2,,,Нефонологическая,
21085,rutul,B-5,Fixed,B-5-2,,,Связанное,
21086,rutul,B-9,First syllable,B-9-1,,,Начальный слог,
21087,rutul,B-9,Second syllable,B-9-2,,,Второй слог от начала,
21088,rutul,B-16,No vowel harmony,B-16-9,,,Гармоническое уподобление гласных отсутствует,
21089,rutul,C-1,No null onset,C-1-1,,,Обязательно имеется,
21090,rutul,C-2,Both null and non-null ocoda possible,C-2-4,,,Есть закрытые и открытые слоги,
21091,rutul,D-1,No consonant clusters,D-1-6,,,Запрет на любые стечения согласных,
21092,rutul,D-6,Differences in syllable structure,D-6-4,,,Различия в структуре слога,
21093,rutul,D-8,Vowel and consonant alternations,D-8-6,,,Вокалические и консонантные,
21094,rutul,E-1,Agglutinative,E-1-1,,,Агглютинативный,
21095,rutul,F-1,Four,F-1-4,,,Четыре,
21096,rutul,F-3,Verbs,F-3-2,,,В глаголе,
21097,rutul,F-5,Absent,F-5-4,,,Отсутствует,
21098,rutul,F-6,Absent,F-6-1,,,Отсутствует,
21099,rutul,F-7,Animacy/inanimacy,F-7-3,,,Одушевленность/неодушевленность,
21100,rutul,F-9,Syntactic,F-9-3,,,Синтаксический,
21101,rutul,G-1,Singular and plural,G-1-1,,,Единственное и множественное,
21102,rutul,G-2,Marked,G-2-1,,,Маркированное,
21103,rutul,G-3,Absent,G-3-1,,,Отсутствуют,
21104,rutul,G-4,Predicative,G-4-2,,,Предикативное,
21105,rutul,G-5,Singular,G-5-1,,,Единственное,
21106,rutul,H-8,Same,H-8-1,,,Нет различий,
21107,rutul,H-9,Present,H-9-1,,,Имеются,
21108,rutul,I-1,Category of voice is absent,I-1-1,,,Категория залога отсутствует,
21109,rutul,I-5,Past,I-5-1,,,Прошедшее,
21110,rutul,I-5,Present,I-5-2,,,Настоящее,
21111,rutul,I-5,Future,I-5-3,,,Будущее,
21112,rutul,I-6,Syncretic,I-6-2,,,Синкретическое,
21113,rutul,I-7,Auxiliary verbs and affixes,I-7-3,,,Вспомогательный глагол и аффиксы,
21114,rutul,I-8,Aspect and tense,I-8-2,,,Вид и время,
21115,rutul,I-9,Absent,I-9-1,,,Отсутствует,
21116,rutul,J-8,Negative affixes,J-8-1,,,Отрицательные аффиксы,
21117,rutul,J-9,Preposition and postposition,J-9-9,,,Препозиция или постпозиция,
21118,rutul,K-1,,,,,"эргатив и генитив - собсвенная парадигма, остальные - совпадают с именными аффиксами",
21119,rutul,K-7,Single type of conjugation,K-7-1,,,Единый тип спряжения,
21120,rutul,K-8,Subject,K-8-2,,,Субъектное,
21121,rutul,K-12,Absent,K-12-1,,,Отсутствуют,
21122,rutul,K-13,Absent,K-13-1,,,Отсутствует,
21123,rutul,K-14,Absent,K-14-2,,,Отсутствует,
21124,rutul,K-15,No attributive agreement,K-15-1,,,Атрибутивное согласование отсутствует,
21125,rutul,K-16,Number and case,K-16-7,,,Число и падеж,
21126,rutul,K-17,Absent,K-17-1,,,Отсутствует,
21127,rutul,K-18,Affixes,K-18-2,,,Аффиксы,
21128,rutul,K-19,Mainly or only suffixal,K-19-4,,,Преимущественно или только суффиксальная,
21129,rutul,L-1,"Derivation, reduplication and compounding",L-1-19,,,"Аффиксация, редупликация и словосложение",
21130,rutul,L-2,Suffixes,L-2-2,,,Суффиксы,
21131,rutul,M-1,Ergative,M-1-5,,,Эргативная,
21132,sadani_sadri,A-1,Three,A-1-2,,,Три,
21133,sadani_sadri,A-2,"Close, mid and open",A-2-3,,,"Верхний, средний и нижний",
21134,sadani_sadri,A-3,Mid,A-3-2,There are only high vowels,,В среднем,Есть только закрытый подъем
21135,sadani_sadri,A-4,"Front, central and back",A-4-3,,,"Передний, средний (смешанный) и задний",
21136,sadani_sadri,A-5,Absent,A-5-2,,,Отсутствуют,
21137,sadani_sadri,A-7,Absent,A-7-2,,,Отсутствует,
21138,sadani_sadri,A-9,Present,A-9-1,,,Присутствует,
21139,sadani_sadri,A-10,"Present for front, central and back vowels",A-10-7,,,"В переднем, среднем и заднем рядах / во всех рядах",
21140,sadani_sadri,A-11,No vowel opposition in pharyngealization,A-11-1,,,Противопоставление гласных по фарингализации отсутствует,
21141,sadani_sadri,A-12,No vowel opposition in ATR,A-12-1,,,Противопоставление гласных по продвинутости корня языка отсутствует,
21142,sadani_sadri,A-13,Only diphthongs present,A-13-2,,,Только дифтонги,
21143,sadani_sadri,A-14,Falling (descending),A-14-2,,,Нисходящие,
21144,sadani_sadri,A-15,Opposition by voice presence/absence and by aspiration,A-15-6,,,Противопоставления по звонкости/глухости и по аспирации,
21145,sadani_sadri,A-16,"Plosives, affricates and fricatives",A-16-3,,,"Взрывные, аффрикаты и фрикативные",
21146,sadani_sadri,A-17,"Labial, coronal, palatal, guttural and laryngeal",A-17-2,,,"Губные, переднеязычные, палатальные, велярные/увулярные и ларингальные",
21147,sadani_sadri,A-18,Only bilabial,A-18-1,,,Только губно-губные,
21148,sadani_sadri,A-19,,,,,"Дентальные, ретрофлексные и альвеопалатальные",
21149,sadani_sadri,A-20,Velar,A-20-1,,,Велярные,
21150,sadani_sadri,A-21,Only glottal,A-21-2,,,Только глоттальные,
21151,sadani_sadri,A-22,Absent,A-22-1,,,Отсутствуют,
21152,sadani_sadri,A-23,"Nasal, liquid, vibrant and glide",A-23-6,,,"Назальные, плавные, вибранты и глайды",
21153,sadani_sadri,A-24,"Labial, coronal, dorsal and guttural",A-24-17,,,"Лабиальные, переднеязычные, среднеязычные и заднеязычные",
21154,sadani_sadri,A-25,By aspiration,A-25-19,,,По аспирации,
21155,sadani_sadri,B-11,,,,,Неприменимо,
21156,sadani_sadri,B-15,Non-phonological,B-15-2,,,Нефонологическая,
21157,sadani_sadri,B-16,No vowel harmony,B-16-9,,,Гармоническое уподобление гласных отсутствует,
21158,sadani_sadri,C-1,Both null and non-null onset possible,C-1-4,,,Есть прикрытые и неприкрытые слоги,
21159,sadani_sadri,C-2,Both null and non-null ocoda possible,C-2-4,,,Есть закрытые и открытые слоги,
21160,sadani_sadri,D-1,No consonant clusters,D-1-6,,,Запрет на любые стечения согласных,
21161,sadani_sadri,D-2,Limitations on consonant sequences,D-2-13,,,Ограничения на последовательность согласных,
21162,sadani_sadri,D-5,Differences in syllable structure,D-5-4,,,Различия в структуре слога,
21163,sadani_sadri,D-7,Accompanying and distinctive,D-7-4,,,Сопутствующие и смыслоразличительные,
21164,sadani_sadri,E-1,Agglutinative with some fusional features,E-1-2,,,Агглютинативный с элементами флективного,
21165,sadani_sadri,E-2,Cumulative affixes,E-2-2,,,Кумулятивность аффиксов,
21166,sadani_sadri,E-3,Low degree of fusion between root and non-root morphemes,E-3-3,,,Низкая степень фузии между некорневыми и корневыми морфемами,
21167,sadani_sadri,F-1,No agreement classes,F-1-1,,,Согласовательные классы отсутствуют,
21168,sadani_sadri,F-5,Absent,F-5-4,,,Отсутствует,
21169,sadani_sadri,F-7,Absent,F-7-1,,,Отсутствуют,
21170,sadani_sadri,G-1,Singular and plural,G-1-1,,,Единственное и множественное,
21171,sadani_sadri,G-2,Unmarked,G-2-2,,,Немаркированное,
21172,sadani_sadri,G-3,Neutral and polite,G-3-2,,,Нейтральная и вежливая,
21173,sadani_sadri,H-1,Three-seven,H-1-2,,,Три-семь,
21174,sadani_sadri,H-2,Verbal agreement and case affixes,H-2-5,,,Глагольное согласование и падежные аффиксы,
21175,sadani_sadri,H-4,Genitive,H-4-1,,,Генитив,
21176,sadani_sadri,H-6,Postpositions,H-6-5,,,Послелоги,
21177,sadani_sadri,H-7,,,,,"Маркирование есть, требует уточнения",
21178,sadani_sadri,H-8,Same,H-8-1,,,Нет различий,
21179,sadani_sadri,I-1,Category of voice is absent,I-1-1,,,Категория залога отсутствует,
21180,sadani_sadri,I-5,Past,I-5-1,,,Прошедшее,
21181,sadani_sadri,I-5,Present,I-5-2,,,Настоящее,
21182,sadani_sadri,I-5,Future,I-5-3,,,Будущее,
21183,sadani_sadri,I-6,Separate,I-6-1,,,Раздельное,
21184,sadani_sadri,I-7,Auxiliary verb + participle and affixes,I-7-7,,,Вспомогательный глагол + причастие и аффиксы,
21185,sadani_sadri,I-8,,,,,"Время, вид, лицо, число, вежливость и наклонение",
21186,sadani_sadri,I-9,In singular and plural,I-9-3,,,В единственном и множественном числе,
21187,sadani_sadri,I-10,Absent,I-10-1,,,Отсутствует,
21188,sadani_sadri,J-3,Postpositions,J-3-2,,,Послелоги,
21189,sadani_sadri,J-5,Absent,J-5-1,,,Отсутствует,
21190,sadani_sadri,J-7,In verb phrase and in pronouns,J-7-6,,,В глагольной группе и местоимениях,
21191,sadani_sadri,J-8,Negative affixes,J-8-1,,,Отрицательные аффиксы,
21192,sadani_sadri,J-9,Preposition,J-9-3,,,Препозиция,
21193,sadani_sadri,K-1,Pronominal inflection type,K-1-3,,,Собственный тип склонения,
21194,sadani_sadri,K-2,No articles,K-2-1,,,Артикли отсутствуют,
21195,sadani_sadri,K-7,Single type of conjugation,K-7-1,,,Единый тип спряжения,
21196,sadani_sadri,K-8,Subject,K-8-2,,,Субъектное,
21197,sadani_sadri,K-12,Absent,K-12-1,,,Отсутствуют,
21198,sadani_sadri,K-16,Number and case,K-16-7,,,Число и падеж,
21199,sadani_sadri,K-17,Absent,K-17-1,,,Отсутствует,
21200,sadani_sadri,K-18,Affixes,K-18-2,,,Аффиксы,
21201,sadani_sadri,K-19,Mainly or only suffixal,K-19-4,,,Преимущественно или только суффиксальная,
21202,sadani_sadri,L-1,Derivation and reduplication,L-1-9,,,Аффиксация и редупликация,
21203,sadani_sadri,L-2,Prefixes and suffixes,L-2-3,,,Префиксы и суффиксы,
21204,sadani_sadri,M-1,Accusative,M-1-3,,,Аккузативная,
21205,sadani_sadri,M-3,SOV,M-3-2,,,SOV,
21206,sadani_sadri,M-4,Modifier precedes noun,M-4-1,,,Определение предшествует определяемому,
21207,sadani_sadri,N-2,Special form of predicate,N-2-4,,,Особое оформление сказуемого,
21208,sadani_sadri,N-3,Both finite and non-finite forms possible,N-3-3,,,Финитные и нефинитные формы,
21209,sadani_sadri,N-4,Subordination and compounding,N-4-4,,,Сочинение и подчинение,
21210,sadani_sadri,N-5,Syndesis dominant,N-5-1,,,Преобладает союзная,
21211,salar,A-1,Two,A-1-1,,,Два,"Вместо термина ""подъем"" используется термин ""раствор"" -- широкий и узкий."
21212,salar,A-2,Close and open,A-2-1,,,Верхний и нижний,
21213,salar,A-4,Front and back,A-4-2,,,Передний и непередний / задний,
21214,salar,A-7,Present,A-7-1,,,Присутствует,Гармония по лабиализации ослаблена из-за влияния китайского.
21215,salar,A-8,Present for front and back vowels,A-8-5,,,В переднем и заднем / непереднем рядах,
21216,salar,A-9,Absent,A-9-2,,,Отсутствует,
21217,salar,A-13,No diphthongs and triphthongs,A-13-1,,,Дифтонги и трифтонги отсутствуют,
21218,salar,A-15,Opposition by voice presence/absence and by aspiration,A-15-6,,,Противопоставления по звонкости/глухости и по аспирации,
21219,salar,A-16,"Plosives, affricates and fricatives",A-16-3,,,"Взрывные, аффрикаты и фрикативные",Практически все аффрикаты заимствованы из китайского.
21220,salar,A-17,"Labial, coronal, palatal, guttural and laryngeal",A-17-2,,,"Губные, переднеязычные, палатальные, велярные/увулярные и ларингальные","Аффрикаты, обозначенные в тексте как среднеязычные, на самом деле являются альвео-палатальными."
21221,salar,A-18,Bilabial and labiodental,A-18-2,,,Губно-губные и губно-зубные,"В статье используется термин ""губные"", но в таблице консонантизма присутствуют губно-зубная фонема f."
21222,salar,A-19,Dental and alveolar,A-19-6,,,Дентальные и альвеолярные,
21223,salar,A-20,Velar and uvular,A-20-3,,,Велярные и увулярные,"Вместо термина ""велярные"" в статье используется термин ""заднеязычные""."
21224,salar,A-21,Only pharyngeal,A-21-1,,,Только фарингальные,
21225,salar,A-22,Absent,A-22-1,,,Отсутствуют,Однако есть оппозиция по палатализации у сонантов.
21226,salar,A-23,"Nasal, liquid and vibrant",A-23-2,,,"Назальные, плавные и вибранты",
21227,salar,A-24,"Labial, coronal, dorsal and guttural",A-24-17,,,"Лабиальные, переднеязычные, среднеязычные и заднеязычные",
21228,salar,A-25,By palatalization,A-25-3,,,По палатализации,
21229,salar,B-2,Syllable,B-2-1,,,Слог,
21230,salar,B-4,Pitch-accent and dynamic,B-4-4,,,Музыкально-динамическое,
21231,salar,B-5,Fixed,B-5-2,,,Связанное,
21232,salar,B-9,Ultima,B-9-4,,,Конечный слог,
21233,salar,B-17,Backness and roundedness,B-17-7,,,Ряд и лабиализация,
21234,salar,C-1,Both null and non-null onset possible,C-1-4,,,Есть прикрытые и неприкрытые слоги,
21235,salar,C-2,Both null and non-null ocoda possible,C-2-4,,,Есть закрытые и открытые слоги,
21236,salar,D-8,Vowel and consonant alternations,D-8-6,,,Вокалические и консонантные,
21237,salar,E-1,Agglutinative,E-1-1,,,Агглютинативный,
21238,salar,E-4,Synthetic with elements of analytism,E-4-6,,,Синтетический с элементами аналитизма,
21239,salar,F-1,No agreement classes,F-1-1,,,Согласовательные классы отсутствуют,
21240,salar,F-7,Absent,F-7-1,,,Отсутствуют,
21241,salar,G-1,Singular and plural,G-1-1,,,Единственное и множественное,
21242,salar,G-2,Unmarked,G-2-2,,,Немаркированное,
21243,salar,G-3,Absent,G-3-1,,,Отсутствуют,
21244,salar,G-4,Predicative,G-4-2,,,Предикативное,
21245,salar,H-1,Three-seven,H-1-2,,,Три-семь,
21246,salar,H-2,Verbal agreement and case affixes,H-2-5,,,Глагольное согласование и падежные аффиксы,
21247,salar,H-4,Genitive,H-4-1,,,Генитив,
21248,salar,H-5,Possessive affixes,H-5-3,,,Посессивные аффиксы,
21249,salar,I-1,Affixes,I-1-4,,,Аффиксы,
21250,salar,I-2,Present,I-2-1,,,Присутствует,
21251,salar,I-3,Passive and reciprocal,I-3-6,,,Пассив и реципрок,
21252,salar,I-5,Past,I-5-1,,,Прошедшее,
