id,feature_id,en,ru,description_formatted_en,description_formatted_ru
K-10-2,K-10,Future,Будущее,,
K-10-3,K-10,Present,Настоящее,,
K-10-4,K-10,Past,Прошедшее,,
K-10-5,K-10,Present-future,Настоящее-будущее,,
K-10-6,K-10,Present and past,Настоящее и прошедшее,,
K-10-7,K-10,Past and future,Прошедшее и будущее,,
K-10-8,K-10,Present-future and past,Настоящее-будущее и прошедшее,,
K-10-9,K-10,Present-past and future,Настоящее-прошедшее и будущее,,
K-10-10,K-10,"Present, past and future","Настоящее, прошедшее и будущее",,
K-10-11,K-10,"Present-past, past and future","Настоящее-прошедшее, прошедшее и будущее",,
K-10-12,K-10,"Present, present-future, future and past","Настоящее, настоящее-будущее, будущее и прошедшее",,
K-11-1,K-11,Absent,Отсутствуют,,
K-11-2,K-11,Degrees of comparison,Степени сравнения,,
K-12-1,K-12,Absent,Отсутствуют,,
K-12-2,K-12,Person,Лицо,,
K-12-3,K-12,Animacy,Одушевленность,,
K-12-4,K-12,Case,Падеж,,
K-12-5,K-12,Gender,Род,,
K-12-6,K-12,Number,Число,,
K-12-7,K-12,Gender and number,Род и число,,
K-12-8,K-12,Number and case,Число и падеж,,
K-12-9,K-12,"Animacy, person and case","Одушевленность, лицо и падеж",,
K-12-10,K-12,"Gender, number and case","Род, число и падеж",,
K-12-11,K-12,"Gender, number and definiteness","Род, число и определенность",,
K-12-12,K-12,"Gender, number and state","Род, число и состояние",,
K-12-13,K-12,"Person, case, number and gender","Лицо, падеж, число и род",,
K-12-14,K-12,"Gender, number, case and definiteness","Род, число, падеж и определенность",,
K-12-15,K-12,"Animacy, person, case and number","Одушевленность, лицо, падеж и число",,
K-12-16,K-12,"Animacy, person, case, number and gender","Одушевленность, лицо, падеж, число и род",,
K-12-17,K-12,"Animacy, definiteness, case, number and gender","Одушевленность, определенность, падеж, число и род",,
K-12-18,K-12,"Animacy, person, case, number, gender and possessivity","Одушевленность, лицо, падеж, число, род и посессивность",,
K-12-19,K-12,"Agreement class, number, and case","Согласовательный класс, число и падеж",,
K-12-20,K-12,Agreement class and number,Согласовательный класс и число,,
K-12-21,K-12,"Gender, animacy, number, and case","Род, одушевленность, число и падеж",,
K-12-22,K-12,Person and number,Лицо и число,,
K-12-23,K-12,Definiteness and case,Определенность и падеж,,
K-13-1,K-13,Absent,Отсутствует,,
K-13-2,K-13,Person and number,Лица и числа,,
K-13-3,K-13,Agreement class and case,Согласовательного класса и падежа,,
K-13-4,K-13,Number and case,Числа и падежа,,
K-13-5,K-13,Gender and number,Рода и числа,,
K-13-6,K-13,Number and agreement class,Числа и согласовательного класса,,
K-13-7,K-13,"Gender, number and case","Рода, числа и падежа",,
K-13-8,K-13,"Agreement class, number and case","Согласовательного класса, числа и падежа",,
K-13-9,K-13,Agreement class and state,Согласовательного класса и состояния,,
K-13-10,K-13,"Gender, number, case, animacy, and person","Рода, числа, падежа, одушевленности и личности",,
K-13-11,K-13,Gender and definiteness,Рода и определенности,,
K-14-1,K-14,Always present,Всегда присутствует,,
K-14-2,K-14,Absent,Отсутствует,,
K-14-3,K-14,Only in preposition,Только в препозиции,,
K-14-4,K-14,Optional,Факультативно,,
K-14-5,K-14,Only in postposition,Только в постпозиции,,
K-15-1,K-15,No attributive agreement,Атрибутивное согласование отсутствует,,
K-15-2,K-15,In number,По числу,,
K-15-3,K-15,In case,По падежу,,
K-15-4,K-15,In gender,По роду,,
K-15-5,K-15,In class,По классу,,
K-15-6,K-15,In (in)humanness,По лично-мужской/нелично-мужской форме,,
K-15-7,K-15,In person,По посессивности,,
K-15-8,K-15,In (in)definiteness,По определённости/неопределённости,,
K-15-9,K-15,In state,По состоянию,,
K-15-10,K-15,In (un)countability,По исчисляемости/неисчисляемости,,
K-16-1,K-16,Absent,Отсутствуют,,
K-16-2,K-16,Case,Падеж,,
K-16-3,K-16,(In)definiteness,Определенность/ неопределенность,,
K-16-4,K-16,Number,Число,,
K-16-5,K-16,Possessivity,Посессивность,,
K-16-6,K-16,Honorific/neutral forms,Гонорифическая и нейтральная формы,,
K-16-7,K-16,Number and case,Число и падеж,,
K-16-8,K-16,(In)definiteness and number,Определенность и число,,
K-16-9,K-16,Number and state,Число и состояние,,
K-16-10,K-16,Possessivity and honorific/neutral forms,Посессивность и гонорифическая/нейтральная формы,,
K-16-11,K-16,"Case, possessivity and number","Падеж, посессивность и число",,
K-16-12,K-16,"(In)definiteness, number and state","Определенность, число и состояние",,
K-16-13,K-16,"Possessivity, (in)definiteness, and number","Посессивность, определенность, число",,
K-16-14,K-16,"Number, case, and (in)definiteness","Число, падеж и определенность/неопределенность",,
K-16-15,K-16,"Person, number, and case","Лицо, число и падеж",,
K-16-16,K-16,"(In)definiteness, number and izafat","Определенность, число и изафет",,
K-17-1,K-17,Absent,Отсутствует,,
K-17-2,K-17,Person and number,Лица и числа,,
K-17-3,K-17,Person and number of the possessee,Лица и числа обладаемого,,
K-17-4,K-17,Case and definiteness,Падежа и определенности,,
K-17-5,K-17,Case and gender / agreement class,Падежа и рода / согласовательного класса,,
K-17-6,K-17,Number and case,Числа и падежа,,
K-17-7,K-17,Number and gender / agreement class,Числа и рода / согласовательного класса,,
K-17-8,K-17,Case and person of possessor,Падежа и лица посессора,,
K-17-9,K-17,Person and number of possessor,Лица посессора и числа посессора,,
K-17-10,K-17,"Person, number and possessivity","Лица, числа и посессивности",,
K-17-11,K-17,"Gender / agreement class, number and case","Рода / согласовательного класса, числа и падежа",,
K-17-12,K-17,"Gender / agreement class, number and state","Рода / согласовательного класса, числа и состояния",,
K-17-13,K-17,"Person, number and case","Лица, числа и падежа",,
K-17-14,K-17,"Gender / agreement class, number, case and definiteness","Рода / согласовательного класса, числа, падежа и определенности",,
K-17-15,K-17,"Number, case, person and number of possessor","Числа, падежа, лица посессора и числа посессора",,
K-17-16,K-17,"Gender / agreement class, number, case and animateness","Рода / согласовательного класса, числа, падежа и одушевленности",,
K-17-17,K-17,Number and definiteness,Числа и определённости,,
K-17-18,K-17,Definiteness and gender / agreement class,Определенности и рода / согласовательного класса,,
K-18-1,K-18,Internal flection,Внутренняя флексия,,
K-18-2,K-18,Affixes,Аффиксы,,
K-18-3,K-18,Stem truncation and augmentation,Наращение/ усечение основы,,
K-18-4,K-18,Reduplication,Редупликация,,
K-18-5,K-18,Internal flection and affixes,Внутренняя флексия и аффиксы,,
K-18-6,K-18,Reduplication and affixes,Редупликация и аффиксы,,
K-18-7,K-18,Reduplication and internal flection,Редупликация и внутренняя флексия,,
K-18-8,K-18,Stem truncation/augmentation and affixes,Наращение/ усечение основы и аффиксы,,
K-18-9,K-18,Internal flection and stem truncation/augmentation,Внутренняя флексия и наращение/ усечение основы,,
K-18-10,K-18,"Internal flection, stem truncation/augmentation and affixes","Внутренняя флексия, наращение/ усечение основы и аффиксы",,
K-18-11,K-18,"Reduplication, internal flection and affixes","Редупликация, внутренняя флексия и аффиксы",,
K-18-12,K-18,Internal flection and tonal alternation,Внутренняя флексия и тоновые чередования,,
K-18-13,K-18,Internal and external flection and affixes,Внутренняя и внешняя флексия и аффиксы,,
K-19-1,K-19,Prefixal-suffixal,Префиксально-суффиксальная,,
K-19-2,K-19,Mainly or only infixal,Преимущественно или только инфиксальная,,
K-19-3,K-19,Mainly or only prefixal,Преимущественно или только префиксальная,,
K-19-4,K-19,Mainly or only suffixal,Преимущественно или только суффиксальная,,
L-1-1,L-1,Conversion,Конверсия,,
L-1-2,L-1,Suffix truncation,Деаффиксация,,
L-1-3,L-1,Reduplication,Редупликация,,
L-1-4,L-1,Compounding,Словосложение,,
L-1-5,L-1,Abbreviation,Аббревиация,,
L-1-6,L-1,Derivation,Аффиксация,,
L-1-7,L-1,Suffix truncation and compounding,Деаффиксация и словосложение,,
L-1-8,L-1,Compounding and abbreviation,Словосложение и аббревиация,,
L-1-9,L-1,Derivation and reduplication,Аффиксация и редупликация,,
L-1-10,L-1,Conversion and compounding,Конверсия и словосложение,,
L-1-11,L-1,Reduplication and compounding,Редупликация и словосложение,,
L-1-12,L-1,Derivation and compounding,Аффиксация и словосложение,,
L-1-13,L-1,Derivation and internal flection,Аффиксация и внутренняя флексия,,
L-1-14,L-1,"Derivation, compounding and abbreviation","Аффиксация, словосложение и аббревиация",,
L-1-15,L-1,"Derivation, conversion and reduplication","Аффиксация, конверсия и редупликация",,
L-1-16,L-1,"Suffix truncation, compounding and abbreviation","Деаффиксация, словосложение и аббревиация",,
L-1-17,L-1,"Compounding, abbreviation and reduplication","Словосложение, аббревиация и редупликация",,
L-1-18,L-1,"Conversion, reduplication and compounding","Конверсия, словосложение и аффиксация",,
L-1-19,L-1,"Derivation, reduplication and compounding","Аффиксация, редупликация и словосложение",,
L-1-20,L-1,"Derivation, compounding, conversion and abbreviation","Аффиксация, словосложение, конверсия и аббревиация",,
L-1-21,L-1,"Derivation, compounding, conversion and reduplication","Аффиксация, словосложение, конверсия и редупликация",,
L-1-22,L-1,"Ablaut, derivation, compounding and conversion","Аблаут, аффиксация, словосложение и конверсия",,
L-1-23,L-1,"Derivation, conversion, reduplication, compounding and abbreviation","Аффиксация, конверсия, редупликация, словосложение и аббревиация",,
L-1-24,L-1,Derivation and conversion,Аффиксация и конверсия,,
L-1-25,L-1,"Derivation, compounding, conversion, and clipping","Аффиксация, словосложение, конверсия, усечение",,
L-1-26,L-1,"Affixation, conversion, compounding, abbreviation, reduplication, and clipping","Аффиксация, конверсия, словосложение, аббревиация, редупликация и усечение",,
L-1-27,L-1,"Affixation, derivation, incorporation, reduplication, and analytic constructions","Аффиксация, деривация, инкорпорация, редупликация и аналитическое конструирование",,
L-2-1,L-2,Prefixes,Префиксы,,
L-2-2,L-2,Suffixes,Суффиксы,,
L-2-3,L-2,Prefixes and suffixes,Префиксы и суффиксы,,
L-2-4,L-2,Infixes and suffixes,Инфиксы и суффиксы,,
L-2-5,L-2,Infixes and prefixes,Инфиксы и префиксы,,
L-2-6,L-2,"Prefixes, suffixes and postfixes","Префиксы, суффиксы и постфиксы",,
L-2-7,L-2,"Infixes, prefixes and suffixes","Инфиксы, префиксы и суффиксы",,
L-2-8,L-2,"Circumfixes, prefixes and suffixes","Конфиксы, префиксы и суффиксы",,
L-2-9,L-2,"Prefixes, suffixes and transfixes","Префиксы, суффиксы и трансфиксы",,
L-2-10,L-2,"Infixes, prefixes, suffixes and transfixes","Инфиксы, префиксы, суффиксы и трансфиксы",,
L-2-11,L-2,"Infixes, prefixes, suprafixes and suffixes","Инфиксы, префиксы, супрафиксы и суффиксы",,
L-2-12,L-2,"Prefixes, suprafixes, suffixes and confixes","Префиксы, супрафиксы, суффиксы и конфиксы",,
L-2-13,L-2,"Circumfixes, prefixes, suffixes and infixes","Конфиксы, префиксы, суффиксы и инфиксы",,
L-2-14,L-2,"Prefixes, infixes, suffixes, postfixes and transfixes","Префиксы, инфиксы, суффиксы, постфиксы и трансфиксы",,
L-2-15,L-2,"Suffixes, prefixes, circumfixes and transfixes","Суффиксы, префиксы, циркумфиксы и трансфиксы",,
L-2-16,L-2,"Prefixes, suffixes, and interfixes","Префиксы, суффиксы и интерфиксы",,
L-2-17,L-2,"Prefixes, suffixes, postfixes, and interfixes","Префиксы, суффиксы, постфиксы и интерфиксы",,
L-2-18,L-2,"Prefixes, suffixes and circumfixes","Префиксы, суффиксы и циркумфиксы",,
L-2-19,L-2,Suffixes and circumfixes,Суффиксы и циркумфиксы,,
L-2-20,L-2,"Prefixes, suffixes, suprafixes and interfixes","Префиксы, суффиксы, супрафиксы и интерфиксы",,
L-2-21,L-2,"Prefixes, suffixes, suprafixes, circumfixes and interfixes","Префиксы, суффиксы, супрафиксы, циркумфиксы и интерфиксы",,
L-3-1,L-3,Subordination,Только подчинение,,
L-3-2,L-3,Coordination,Только сочинение,,
L-3-3,L-3,Coordination and subordination,Сочинение и подчинение,,
L-3-4,L-3,Apposition and coordination,Аппозиция и сочинение,,
L-3-5,L-3,Apposition and subordination,Аппозиция и подчинение,,
L-3-6,L-3,"Apposition, coordination and subordination","Аппозиция, сочинение и подчинение",,
L-3-7,L-3,Apposition,Только аппозиция,,
M-1-1,M-1,Active,Активная,,
M-1-2,M-1,Direct,Нейтральная,,
M-1-3,M-1,Accusative,Аккузативная,,
M-1-4,M-1,Tripartite,Трехчленная,,
M-1-5,M-1,Ergative,Эргативная,,
M-1-6,M-1,Austronesian,Тематическая,,
M-1-7,M-1,Accusative with elements of ergativity,Аккузативная с элементами эргативной,,
M-1-8,M-1,"Accusative, ergative, and dative","Аккузативная, эргативная и дативная",,
M-1-9,M-1,Ergative with elements of accusative,Эргативная с элементами аккузативной,,
M-1-10,M-1,Nominative and ergative,Номинативная и эргативная,,
M-2-1,M-2,Fixed,Жесткий,,
M-2-2,M-2,Non-fixed,Свободный,,
M-2-3,M-2,Relatively free,Относительно свободный,,
M-3-1,M-3,SVO,SVO,,
M-3-2,M-3,SOV,SOV,,
M-3-3,M-3,VSO,VSO,,
M-3-4,M-3,VOS,VOS,,
M-3-5,M-3,SVO/ SOV,SVO/ SOV,,
M-3-6,M-3,SVO/ VSO,SVO/ VSO,,
M-3-7,M-3,SVO/ VOS,SVO/ VOS,,
M-3-8,M-3,SVO/ OSV,SVO/ OSV,,
M-3-9,M-3,SVO/ OVS,SVO/ OVS,,
M-3-10,M-3,SOV/ VSO,SOV/ VSO,,
M-3-11,M-3,SOV/ OSV,SOV/ OSV,,
M-3-12,M-3,VSO/ VOS,VSO/ VOS,,
M-4-1,M-4,Modifier precedes noun,Определение предшествует определяемому,,
M-4-2,M-4,Modifier follows noun,Определение следует за определяемым,,
M-4-3,M-4,Not fixed,Не фиксирован,,
M-4-4,M-4,Preposition or postposition,Препозиция или постпозиция,,
M-5-1,M-5,Possible,Возможно,,
M-5-2,M-5,Impossible,Невозможно,,
N-1-1,N-1,Main clause precedes subordinate clause,Главное предшествует придаточному,,
N-1-2,N-1,Subordinate clause precedes main clause,Придаточное предшествует главному,,
N-1-3,N-1,Not fixed,Не фиксирован,,
N-1-4,N-1,Main clause frames the subordinate clause,Придаточное помещается внутри главного,,
N-2-1,N-2,Special marking of arguments,Особое оформление именных групп,,
N-2-2,N-2,Special form of subject,Особое оформление подлежащего,,
N-2-3,N-2,Special word order,Особый порядок слов,,
N-2-4,N-2,Special form of predicate,Особое оформление сказуемого,,
N-3-1,N-3,Finite forms,Финитные формы,,
N-3-2,N-3,Non-finite forms,Нефинитные формы,,
N-3-3,N-3,Both finite and non-finite forms possible,Финитные и нефинитные формы,,
N-4-1,N-4,Clause chaining,Цепочки клауз,,
N-4-2,N-4,Subordination,Подчинение,,
N-4-3,N-4,Compounding,Сочинение,,
N-4-4,N-4,Subordination and compounding,Сочинение и подчинение,,
N-4-5,N-4,"Subordination, compounding and clause chaining","Сочинение, подчинение и цепочки клауз",,
N-5-1,N-5,Syndesis dominant,Преобладает союзная,,
N-5-2,N-5,Asyndeton dominant,Преобладает бессоюзная,,
N-5-3,N-5,Both syndesis and asyndeton possible,Союзная и бессоюзная,,
